query	qlen.bp	qtrans.aa	hit	hlen.aa
Ofaveolata261125_c1_seq11	326	39	sp|Q5ZLG1|RAB18_CHICK	206
Ofaveolata261125_c1_seq12	1871	57	sp|Q9ULA0|DNPEP_HUMAN	485
Ofaveolata261125_c1_seq14	859	65	sp|Q54M70|DNPEP_DICDI	484
Ofaveolata261125_c1_seq15	407	52	sp|Q5RBT2|DNPEP_PONAB	471
Ofaveolata261125_c1_seq16	2540	37	sp|Q5ZLG1|RAB18_CHICK	206
Ofaveolata261125_c1_seq17	1727	66	sp|Q9ULA0|DNPEP_HUMAN	485
Ofaveolata261125_c1_seq18	1332	53	sp|Q9ULA0|DNPEP_HUMAN	485
Ofaveolata261125_c1_seq19	1116	193	sp|Q9ULA0|DNPEP_HUMAN	485
Ofaveolata261125_c1_seq20	1584	91	sp|Q5RBT2|DNPEP_PONAB	471
Ofaveolata261125_c1_seq21	889	193	sp|Q9ULA0|DNPEP_HUMAN	485
Ofaveolata261125_c1_seq22	1066	193	sp|Q9ULA0|DNPEP_HUMAN	485
Ofaveolata261125_c1_seq24	1228	71	sp|Q54M70|DNPEP_DICDI	484
Ofaveolata261125_c1_seq25	946	57	sp|Q9ULA0|DNPEP_HUMAN	485
Ofaveolata261125_c1_seq27	802	92	sp|Q5RBT2|DNPEP_PONAB	471
Ofaveolata261125_c1_seq28	1123	65	sp|Q54M70|DNPEP_DICDI	484
Ofaveolata261125_c1_seq29	845	78	sp|Q2HJH1|DNPEP_BOVIN	471
Ofaveolata261125_c1_seq30	1051	66	sp|Q9ULA0|DNPEP_HUMAN	485
Ofaveolata261125_c1_seq31	1860	56	sp|Q5RBT2|DNPEP_PONAB	471
Ofaveolata261125_c1_seq33	584	62	sp|Q54M70|DNPEP_DICDI	484
Ofaveolata261125_c1_seq35	1358	57	sp|Q9ULA0|DNPEP_HUMAN	485
Ofaveolata261125_c1_seq36	1321	52	sp|Q5RBT2|DNPEP_PONAB	471
Ofaveolata261125_c1_seq37	891	105	sp|Q2HJH1|DNPEP_BOVIN	471
Ofaveolata261125_c1_seq38	493	96	sp|Q5RBT2|DNPEP_PONAB	471
Ofaveolata261125_c1_seq39	769	190	sp|Q9ULA0|DNPEP_HUMAN	485
Ofaveolata261125_c1_seq40	790	105	sp|Q54M70|DNPEP_DICDI	484
Ofaveolata261125_c1_seq41	946	190	sp|Q9ULA0|DNPEP_HUMAN	485
Ofaveolata261125_c1_seq42	1556	104	sp|Q2HJH1|DNPEP_BOVIN	471
Ofaveolata261125_c1_seq43	840	105	sp|Q54M70|DNPEP_DICDI	484
Ofaveolata261125_c1_seq44	1567	105	sp|Q2HJH1|DNPEP_BOVIN	471
Ofaveolata261125_c1_seq45	847	92	sp|Q5RBT2|DNPEP_PONAB	471
Ofaveolata261125_c1_seq47	1843	193	sp|Q9ULA0|DNPEP_HUMAN	485
Ofaveolata261125_c1_seq48	1022	77	sp|Q54M70|DNPEP_DICDI	484
Ofaveolata261125_c1_seq49	1832	196	sp|Q2HJH1|DNPEP_BOVIN	471
Ofaveolata261125_c1_seq50	682	57	sp|Q9ULA0|DNPEP_HUMAN	485
Ofaveolata261125_c1_seq51	670	96	sp|Q5RBT2|DNPEP_PONAB	471
Ofaveolata261126_c0_seq4	1802	308	sp|O88854|GALR2_MOUSE	371
Ofaveolata261126_c0_seq6	1868	308	sp|O88854|GALR2_MOUSE	371
Ofaveolata261126_c0_seq7	1203	131	sp|Q9Y3D5|RT18C_HUMAN	142
Ofaveolata261126_c0_seq9	1224	61	sp|Q9Y3D5|RT18C_HUMAN	142
Ofaveolata261127_c0_seq1	3648	474	sp|Q8IZE3|PACE1_HUMAN	742
Ofaveolata261127_c0_seq2	3159	474	sp|Q8IZE3|PACE1_HUMAN	742
Ofaveolata261128_c0_seq1	3098	620	sp|Q60HG9|CPT2_MACFA	658
Ofaveolata261130_c1_seq1	1243	172	sp|Q9DD20|MET7B_MOUSE	244
Ofaveolata261130_c1_seq2	1277	196	sp|Q9H8H3|MET7A_HUMAN	244
Ofaveolata261131_c0_seq1	1941	438	sp|Q501I9|DIRC2_XENTR	456
Ofaveolata261131_c0_seq2	1807	438	sp|Q501I9|DIRC2_XENTR	456
Ofaveolata261133_c0_seq1	2076	399	sp|O35857|TIM44_MOUSE	452
Ofaveolata261137_c0_seq12	807	143	sp|Q7SZN0|FA5V_PSETE	1460
Ofaveolata261138_c0_seq6	2592	241	sp|Q96PM5|ZN363_HUMAN	261
Ofaveolata261141_c0_seq1	3166	562	sp|Q9HD45|TM9S3_HUMAN	589
Ofaveolata261141_c3_seq1	2535	668	sp|Q6GN42|CTL4_XENLA	707
Ofaveolata261141_c3_seq2	2558	671	sp|Q6GN42|CTL4_XENLA	707
Ofaveolata261141_c3_seq3	2764	685	sp|Q6GN42|CTL4_XENLA	707
Ofaveolata261142_c0_seq1	1645	397	sp|A7MBF6|ARMD1_BOVIN	442
Ofaveolata261144_c0_seq1	4813	306	sp|Q8CAI1|CC142_MOUSE	738
Ofaveolata261146_c0_seq1	1658	330	sp|Q93127|GPR18_AMPAM	379
Ofaveolata261146_c0_seq2	1623	327	sp|Q93127|GPR18_AMPAM	379
Ofaveolata261146_c0_seq3	1611	327	sp|Q93127|GPR18_AMPAM	379
Ofaveolata261146_c0_seq4	1670	330	sp|Q93127|GPR18_AMPAM	379
Ofaveolata261147_c1_seq1	645	187	sp|O00463|TRAF5_HUMAN	557
Ofaveolata261149_c0_seq1	1879	304	sp|Q9MZ30|CAH12_RABIT	355
Ofaveolata261149_c0_seq2	1531	304	sp|Q9MZ30|CAH12_RABIT	355
Ofaveolata261149_c0_seq3	2084	304	sp|Q9MZ30|CAH12_RABIT	355
Ofaveolata261149_c0_seq4	2432	304	sp|Q9MZ30|CAH12_RABIT	355
Ofaveolata261150_c0_seq1	2663	459	sp|P09917|LOX5_HUMAN	674
Ofaveolata261151_c0_seq1	2350	345	sp|Q9H4I3|TRABD_HUMAN	376
Ofaveolata261152_c0_seq1	2815	540	sp|P21329|RTJK_DROFU	916
Ofaveolata261152_c0_seq6	2885	540	sp|P21329|RTJK_DROFU	916
Ofaveolata261155_c0_seq1	1599	322	sp|Q9CYL5|GAPR1_MOUSE	154
Ofaveolata261155_c0_seq2	1807	322	sp|Q9CYL5|GAPR1_MOUSE	154
Ofaveolata261155_c0_seq3	1629	322	sp|Q9CYL5|GAPR1_MOUSE	154
Ofaveolata261155_c0_seq4	1777	322	sp|Q9CYL5|GAPR1_MOUSE	154
Ofaveolata261157_c0_seq1	1597	300	sp|P97603|NEO1_RAT	1377
Ofaveolata261157_c0_seq2	1577	300	sp|P97603|NEO1_RAT	1377
Ofaveolata261157_c0_seq4	1518	300	sp|P97603|NEO1_RAT	1377
Ofaveolata261157_c0_seq6	1498	300	sp|P97603|NEO1_RAT	1377
Ofaveolata261158_c0_seq1	2628	346	sp|Q9V3D2|HEM6_DROME	390
Ofaveolata261160_c0_seq1	2665	758	sp|Q6NRT6|DJC10_XENLA	796
Ofaveolata261164_c0_seq1	1911	442	sp|Q6IWZ0|OXLA_APLCA	535
Ofaveolata261164_c0_seq2	1926	442	sp|Q6IWZ0|OXLA_APLCA	535
Ofaveolata261166_c0_seq1	648	93	sp|Q4R510|FXRD1_MACFA	486
Ofaveolata261166_c0_seq3	308	54	sp|Q96CU9|FXRD1_HUMAN	486
Ofaveolata261166_c0_seq5	1260	257	sp|Q10741|ADA10_BOVIN	748
Ofaveolata261166_c0_seq6	533	77	sp|P82915|RT16_BOVIN	135
Ofaveolata261166_c0_seq8	1115	193	sp|O77633|ADA10_PIG	748
Ofaveolata261166_c0_seq9	2093	104	sp|Q9V6Y3|RT16_DROME	129
Ofaveolata261166_c0_seq10	1148	221	sp|Q10741|ADA10_BOVIN	748
Ofaveolata261166_c0_seq11	660	54	sp|Q6DCP1|FXRD1_XENLA	499
Ofaveolata261166_c0_seq12	648	54	sp|Q6DCP1|FXRD1_XENLA	499
Ofaveolata261166_c0_seq13	922	257	sp|Q10741|ADA10_BOVIN	748
Ofaveolata261166_c0_seq14	810	221	sp|Q10741|ADA10_BOVIN	748
Ofaveolata261166_c0_seq15	310	102	sp|Q6DCP1|FXRD1_XENLA	499
Ofaveolata261166_c0_seq16	871	78	sp|Q9CPX7|RT16_MOUSE	135
Ofaveolata261166_c1_seq1	1395	285	sp|F1R6N4|ECHD1_DANRE	302
Ofaveolata261170_c1_seq1	1970	352	sp|Q9TUP7|OX2R_CANLF	444
Ofaveolata261171_c0_seq2	1442	330	sp|P29029|CHIT_YEAST	562
Ofaveolata261172_c0_seq2	2578	283	sp|Q7T2D1|RD10B_DANRE	336
Ofaveolata261173_c0_seq1	2324	67	sp|L0R8F8|MIDUO_HUMAN	70
Ofaveolata261174_c0_seq1	2089	452	sp|Q6DFC2|CCD77_XENLA	496
Ofaveolata261174_c0_seq2	2064	452	sp|Q6DFC2|CCD77_XENLA	496
Ofaveolata261175_c0_seq1	2235	518	sp|Q0IJ01|ZWILC_XENTR	597
Ofaveolata261175_c0_seq2	2218	518	sp|Q0IJ01|ZWILC_XENTR	597
Ofaveolata261176_c0_seq1	2786	331	sp|Q8TF76|HASP_HUMAN	798
Ofaveolata261181_c1_seq1	1300	330	sp|O14832|PAHX_HUMAN	338
Ofaveolata261184_c0_seq1	544	158	sp|Q96292|ACT2_ARATH	377
Ofaveolata261184_c0_seq2	299	76	sp|P10994|ACTS_PLEWA	125
Ofaveolata261184_c0_seq5	562	164	sp|Q10DV7|ACT1_ORYSJ	377
Ofaveolata261185_c0_seq2	3422	691	sp|Q5C9Z4|NOM1_HUMAN	860
Ofaveolata261185_c0_seq3	3922	629	sp|Q5C9Z4|NOM1_HUMAN	860
Ofaveolata261185_c0_seq4	822	67	sp|Q5C9Z4|NOM1_HUMAN	860
Ofaveolata261185_c0_seq5	3173	510	sp|Q5C9Z4|NOM1_HUMAN	860
Ofaveolata261185_c0_seq6	3630	629	sp|Q5C9Z4|NOM1_HUMAN	860
Ofaveolata261185_c0_seq7	2881	510	sp|Q5C9Z4|NOM1_HUMAN	860
Ofaveolata261185_c0_seq9	1347	286	sp|Q5C9Z4|NOM1_HUMAN	860
Ofaveolata261185_c0_seq10	1387	183	sp|Q9W020|NOM1_DROME	854
Ofaveolata261185_c0_seq11	3267	449	sp|Q5C9Z4|NOM1_HUMAN	860
Ofaveolata261185_c0_seq12	1114	64	sp|Q3UFM5|NOM1_MOUSE	854
Ofaveolata261185_c0_seq14	2938	529	sp|Q5C9Z4|NOM1_HUMAN	860
Ofaveolata261185_c0_seq15	1515	183	sp|Q9W020|NOM1_DROME	854
Ofaveolata261185_c0_seq16	3808	723	sp|Q5C9Z4|NOM1_HUMAN	860
Ofaveolata261185_c0_seq17	3230	529	sp|Q5C9Z4|NOM1_HUMAN	860
Ofaveolata261185_c0_seq18	1404	305	sp|Q5C9Z4|NOM1_HUMAN	860
Ofaveolata261185_c0_seq19	3714	691	sp|Q5C9Z4|NOM1_HUMAN	860
Ofaveolata261185_c0_seq20	1696	305	sp|Q5C9Z4|NOM1_HUMAN	860
Ofaveolata261186_c0_seq1	3487	591	sp|Q3UQ28|PXDN_MOUSE	1475
Ofaveolata261187_c0_seq2	1566	276	sp|Q9I8K8|S1PR2_DANRE	370
Ofaveolata261189_c0_seq1	3674	591	sp|Q9Y2L1|RRP44_HUMAN	958
Ofaveolata261189_c0_seq2	3651	586	sp|Q9Y2L1|RRP44_HUMAN	958
Ofaveolata261189_c0_seq3	3686	591	sp|Q9Y2L1|RRP44_HUMAN	958
Ofaveolata261189_c0_seq4	3663	586	sp|Q9Y2L1|RRP44_HUMAN	958
Ofaveolata261189_c1_seq1	1023	311	sp|Q9CSH3|RRP44_MOUSE	958
Ofaveolata261189_c1_seq2	1024	276	sp|Q9CSH3|RRP44_MOUSE	958
Ofaveolata261190_c0_seq1	2740	58	sp|F1QN74|ZMY10_DANRE	448
Ofaveolata261190_c0_seq2	2730	58	sp|F1QN74|ZMY10_DANRE	448
Ofaveolata261192_c1_seq8	556	55	sp|Q5DU56|NLRC3_MOUSE	1064
Ofaveolata261192_c1_seq10	618	92	sp|Q0VAA2|LR74A_HUMAN	488
Ofaveolata261192_c1_seq11	586	55	sp|Q5DU56|NLRC3_MOUSE	1064
Ofaveolata261192_c1_seq12	1291	94	sp|Q5DU56|NLRC3_MOUSE	1064
Ofaveolata261192_c1_seq16	1285	74	sp|A6H639|DRC5_MOUSE	498
Ofaveolata261192_c1_seq18	1167	74	sp|A6H639|DRC5_MOUSE	498
Ofaveolata261192_c1_seq19	1164	94	sp|Q5DU56|NLRC3_MOUSE	1064
Ofaveolata261192_c1_seq24	588	80	sp|Q7RTR2|NLRC3_HUMAN	1065
Ofaveolata261192_c1_seq26	1315	74	sp|A6H639|DRC5_MOUSE	498
Ofaveolata261192_c1_seq30	1188	74	sp|A6H639|DRC5_MOUSE	498
Ofaveolata261192_c1_seq34	1143	94	sp|Q5DU56|NLRC3_MOUSE	1064
Ofaveolata261192_c1_seq37	475	58	sp|Q7RTR2|NLRC3_HUMAN	1065
Ofaveolata261192_c1_seq38	1261	94	sp|Q5DU56|NLRC3_MOUSE	1064
Ofaveolata261192_c1_seq42	592	63	sp|Q7RTR2|NLRC3_HUMAN	1065
Ofaveolata261193_c0_seq1	1769	516	sp|Q08890|IDS_MOUSE	552
Ofaveolata261193_c0_seq2	1107	78	sp|P22304|IDS_HUMAN	550
Ofaveolata261193_c0_seq3	1328	78	sp|P22304|IDS_HUMAN	550
Ofaveolata261193_c0_seq4	1106	78	sp|P22304|IDS_HUMAN	550
Ofaveolata261193_c0_seq5	1768	516	sp|Q08890|IDS_MOUSE	552
Ofaveolata261193_c0_seq6	1327	78	sp|P22304|IDS_HUMAN	550
Ofaveolata261194_c1_seq1	705	224	sp|Q8K1C7|MOT14_MOUSE	512
Ofaveolata261194_c1_seq3	1535	414	sp|O15427|MOT4_HUMAN	465
Ofaveolata261196_c0_seq2	4558	379	sp|P19199|POL_COYMV	1886
Ofaveolata261198_c0_seq1	2836	324	sp|Q6GVH4|GGNB2_CHICK	698
Ofaveolata261198_c1_seq1	313	40	sp|Q6GVH5|GGNB2_RAT	696
Ofaveolata261199_c0_seq1	3306	824	sp|Q7ZXZ0|MCM3Z_XENLA	806
Ofaveolata261200_c0_seq3	835	212	sp|B7WFQ1|USOM2_ACRMI	505
Ofaveolata261200_c0_seq4	1842	148	sp|B7WFQ1|USOM2_ACRMI	505
Ofaveolata261201_c0_seq1	8134	2346	sp|Q6Q759|SPG17_HUMAN	2223
Ofaveolata261201_c0_seq2	7675	2193	sp|Q6Q759|SPG17_HUMAN	2223
Ofaveolata261201_c0_seq3	1566	66	sp|Q6Q759|SPG17_HUMAN	2223
Ofaveolata261203_c2_seq1	2382	191	sp|P98133|FBN1_BOVIN	2871
Ofaveolata261204_c1_seq1	669	78	sp|Q14318|FKBP8_HUMAN	412
Ofaveolata261204_c1_seq2	1616	71	sp|Q14318|FKBP8_HUMAN	412
Ofaveolata261204_c1_seq3	1985	310	sp|O35465|FKBP8_MOUSE	402
Ofaveolata261205_c0_seq1	4856	1326	sp|Q6TFL3|CC171_HUMAN	1326
Ofaveolata261207_c0_seq1	2347	350	sp|Q6PGV1|VA0D1_DANRE	350
Ofaveolata261208_c0_seq1	2542	285	sp|Q9CY64|BIEA_MOUSE	295
Ofaveolata261208_c0_seq2	2398	285	sp|Q9CY64|BIEA_MOUSE	295
Ofaveolata261210_c0_seq1	2901	695	sp|Q9Y3Q0|NALD2_HUMAN	740
Ofaveolata261210_c0_seq3	2272	660	sp|O77564|FOLH1_PIG	751
Ofaveolata261213_c0_seq1	1635	341	sp|Q8T882|TADH_ARAIR	397
Ofaveolata261213_c0_seq2	1961	138	sp|Q8T882|TADH_ARAIR	397
Ofaveolata261213_c0_seq3	1202	192	sp|Q8T882|TADH_ARAIR	397
Ofaveolata261213_c0_seq4	223	73	sp|Q8T882|TADH_ARAIR	397
Ofaveolata261213_c0_seq5	1121	192	sp|Q8T882|TADH_ARAIR	397
Ofaveolata261213_c0_seq6	1671	341	sp|Q8T882|TADH_ARAIR	397
Ofaveolata261213_c1_seq1	201	67	sp|Q8T882|TADH_ARAIR	397
Ofaveolata261215_c0_seq1	2837	711	sp|Q9QYE6|GOGA5_MOUSE	729
Ofaveolata261216_c0_seq1	1513	108	sp|P83941|ELOC_RAT	112
Ofaveolata261216_c1_seq1	6577	693	sp|Q8BJT9|EDEM2_MOUSE	577
Ofaveolata261216_c1_seq2	5901	525	sp|Q9BV94|EDEM2_HUMAN	578
Ofaveolata261217_c0_seq1	2447	304	sp|A0A0B4J1F4|ARRD4_MOUSE	415
Ofaveolata261218_c1_seq1	1941	383	sp|P32609|PEP7_YEAST	515
Ofaveolata261218_c1_seq2	1971	383	sp|P32609|PEP7_YEAST	515
Ofaveolata261219_c0_seq1	5561	790	sp|Q8CA95|PDE10_MOUSE	790
Ofaveolata261221_c0_seq1	1738	322	sp|Q0IHV2|LIN54_XENTR	741
Ofaveolata261222_c0_seq1	2588	81	sp|B3EWY9|MLP_ACRMI	1594
Ofaveolata261222_c0_seq2	2573	81	sp|B3EWY9|MLP_ACRMI	1594
Ofaveolata261222_c0_seq4	1480	81	sp|B3EWY9|MLP_ACRMI	1594
Ofaveolata261223_c0_seq1	5245	1200	sp|Q9QYV8|DPOG1_RAT	1216
Ofaveolata261223_c0_seq2	1491	180	sp|P23175|RASH_MSVNS	189
Ofaveolata261224_c0_seq1	1539	387	sp|A6QP11|SNP47_BOVIN	420
Ofaveolata261224_c0_seq2	1996	387	sp|A6QP11|SNP47_BOVIN	420
Ofaveolata261226_c0_seq1	242	34	sp|Q9CW42|MARC1_MOUSE	340
Ofaveolata261226_c1_seq1	975	253	sp|Q1LZH1|MARC2_BOVIN	336
Ofaveolata261229_c1_seq1	1472	373	sp|Q8BG58|P4HTM_MOUSE	503
Ofaveolata261229_c2_seq7	4630	814	sp|Q0P678|ZCH18_MOUSE	948
Ofaveolata261229_c2_seq9	4500	814	sp|Q0P678|ZCH18_MOUSE	948
Ofaveolata261230_c1_seq1	1552	88	sp|H3BNL1|CC084_HUMAN	204
Ofaveolata261234_c0_seq1	3542	194	sp|Q9DDT2|BCAP_CHICK	800
Ofaveolata261234_c0_seq6	3535	194	sp|Q9DDT2|BCAP_CHICK	800
Ofaveolata261235_c0_seq1	2495	348	sp|Q8BQT2|DIK1C_MOUSE	410
Ofaveolata261235_c0_seq2	3058	343	sp|Q8BQT2|DIK1C_MOUSE	410
Ofaveolata261235_c0_seq3	2483	344	sp|Q8BQT2|DIK1C_MOUSE	410
Ofaveolata261235_c0_seq4	3070	347	sp|Q8BQT2|DIK1C_MOUSE	410
Ofaveolata261235_c0_seq5	1976	353	sp|Q8BQT2|DIK1C_MOUSE	410
Ofaveolata261235_c0_seq6	1964	349	sp|Q8BQT2|DIK1C_MOUSE	410
Ofaveolata261235_c1_seq2	2108	152	sp|Q5NVI6|PTTG_PONAB	180
Ofaveolata261237_c0_seq1	2479	294	sp|P42768|WASP_HUMAN	502
Ofaveolata261238_c1_seq1	2253	233	sp|Q96JL9|ZN333_HUMAN	665
Ofaveolata261240_c0_seq1	1880	385	sp|Q8N6V9|TEX9_HUMAN	391
Ofaveolata261240_c0_seq2	971	101	sp|Q8N6V9|TEX9_HUMAN	391
Ofaveolata261240_c0_seq3	803	70	sp|Q8N6V9|TEX9_HUMAN	391
Ofaveolata261243_c0_seq1	1180	156	sp|Q96DM1|PGBD4_HUMAN	585
Ofaveolata261243_c0_seq2	1331	331	sp|Q96DM1|PGBD4_HUMAN	585
Ofaveolata261243_c0_seq3	2409	501	sp|Q96DM1|PGBD4_HUMAN	585
Ofaveolata261247_c0_seq2	1912	263	sp|Q9SZJ2|GRDP2_ARATH	787
Ofaveolata261249_c0_seq1	1986	232	sp|Q8AVN9|ZN346_XENLA	524
Ofaveolata261250_c0_seq1	986	328	sp|Q61555|FBN2_MOUSE	2907
Ofaveolata261250_c0_seq2	295	98	sp|P35556|FBN2_HUMAN	2912
Ofaveolata261250_c0_seq3	1955	314	sp|P70412|CUZD1_MOUSE	606
Ofaveolata261250_c0_seq4	218	72	sp|Q5Y4N8|AGRE1_RAT	932
Ofaveolata261250_c0_seq5	276	92	sp|P35556|FBN2_HUMAN	2912
Ofaveolata261250_c0_seq6	246	82	sp|P35556|FBN2_HUMAN	2912
Ofaveolata261250_c0_seq7	676	225	sp|Q61555|FBN2_MOUSE	2907
Ofaveolata261250_c0_seq8	492	164	sp|Q61555|FBN2_MOUSE	2907
Ofaveolata261250_c0_seq10	615	205	sp|Q5Y4N8|AGRE1_RAT	932
Ofaveolata261250_c0_seq11	246	82	sp|Q75N90|FBN3_HUMAN	2809
Ofaveolata261250_c0_seq12	246	81	sp|Q95ND4|EGF_FELCA	1210
Ofaveolata261250_c0_seq13	950	316	sp|P35556|FBN2_HUMAN	2912
Ofaveolata261250_c0_seq14	229	76	sp|P98133|FBN1_BOVIN	2871
Ofaveolata261250_c0_seq15	369	123	sp|P35555|FBN1_HUMAN	2871
Ofaveolata261250_c0_seq16	2376	314	sp|P70412|CUZD1_MOUSE	606
Ofaveolata261250_c0_seq17	369	123	sp|Q75N90|FBN3_HUMAN	2809
Ofaveolata261250_c0_seq18	721	239	sp|Q14246|AGRE1_HUMAN	886
Ofaveolata261250_c0_seq19	685	60	sp|Q9TV36|FBN1_PIG	2871
Ofaveolata261250_c0_seq20	216	72	sp|Q61555|FBN2_MOUSE	2907
Ofaveolata261250_c0_seq21	354	118	sp|Q14246|AGRE1_HUMAN	886
Ofaveolata261250_c0_seq22	1065	48	sp|Q8AVH7|EGFL6_XENLA	544
Ofaveolata261250_c0_seq23	233	77	sp|Q75N90|FBN3_HUMAN	2809
Ofaveolata261250_c0_seq24	967	322	sp|P98133|FBN1_BOVIN	2871
Ofaveolata261250_c0_seq25	2460	403	sp|P35555|FBN1_HUMAN	2871
Ofaveolata261250_c0_seq26	2556	412	sp|P98133|FBN1_BOVIN	2871
Ofaveolata261250_c0_seq27	352	116	sp|Q14246|AGRE1_HUMAN	886
Ofaveolata261250_c1_seq1	1663	303	sp|Q5R460|COX10_PONAB	443
Ofaveolata261250_c1_seq2	2770	303	sp|Q5R460|COX10_PONAB	443
Ofaveolata261251_c1_seq1	2918	757	sp|Q8IZU8|DSEL_HUMAN	1212
Ofaveolata261251_c1_seq2	2586	756	sp|Q8IZU8|DSEL_HUMAN	1212
Ofaveolata261251_c1_seq3	440	146	sp|Q8IZU8|DSEL_HUMAN	1212
Ofaveolata261251_c1_seq4	913	240	sp|Q8IZU8|DSEL_HUMAN	1212
Ofaveolata261251_c1_seq5	3044	760	sp|Q8IZU8|DSEL_HUMAN	1212
Ofaveolata261252_c0_seq1	1084	161	sp|O54909|RDH16_MOUSE	317
Ofaveolata261252_c0_seq2	1480	139	sp|Q8K3P0|DR9C7_MOUSE	313
Ofaveolata261252_c0_seq3	257	85	sp|Q62730|DHB2_RAT	381
Ofaveolata261252_c1_seq1	326	80	sp|P50170|RDH16_RAT	317
Ofaveolata261254_c0_seq4	548	66	sp|Q5T0B9|ZN362_HUMAN	420
Ofaveolata261254_c0_seq17	1689	66	sp|Q5T0B9|ZN362_HUMAN	420
Ofaveolata261255_c0_seq1	2957	328	sp|Q9QX72|SEBP2_RAT	846
Ofaveolata261255_c0_seq2	2745	328	sp|Q9QX72|SEBP2_RAT	846
Ofaveolata261259_c0_seq1	4706	1448	sp|Q8C196|CPSM_MOUSE	1500
Ofaveolata261260_c0_seq3	2460	492	sp|Q8VIH3|S28A3_RAT	705
Ofaveolata261261_c1_seq1	1821	435	sp|A7SBN6|ZGPAT_NEMVE	508
Ofaveolata261261_c1_seq3	502	74	sp|A7SBN6|ZGPAT_NEMVE	508
Ofaveolata261261_c1_seq4	608	140	sp|A7SBN6|ZGPAT_NEMVE	508
Ofaveolata261261_c1_seq5	475	81	sp|A7SBN6|ZGPAT_NEMVE	508
Ofaveolata261261_c1_seq6	1742	507	sp|A7SBN6|ZGPAT_NEMVE	508
Ofaveolata261262_c0_seq1	1448	165	sp|P40893|REE1_YEAST	198
Ofaveolata261262_c0_seq3	1474	193	sp|P40893|REE1_YEAST	198
Ofaveolata261263_c0_seq1	228	72	sp|B2IZD3|BDLP_NOSP7	693
Ofaveolata261264_c0_seq1	5308	1340	sp|Q6DIC0|SMCA2_MOUSE	1577
Ofaveolata261264_c0_seq2	5344	1340	sp|Q6DIC0|SMCA2_MOUSE	1577
Ofaveolata261264_c0_seq3	5266	1326	sp|Q6DIC0|SMCA2_MOUSE	1577
Ofaveolata261264_c0_seq4	5302	1326	sp|Q6DIC0|SMCA2_MOUSE	1577
Ofaveolata261265_c1_seq2	2921	76	sp|Q91WC9|DGLB_MOUSE	669
Ofaveolata261265_c1_seq3	4712	626	sp|Q6WQJ1|DGLA_MOUSE	1044
Ofaveolata261265_c1_seq5	4307	688	sp|Q5YLM1|DGLA_RAT	1044
Ofaveolata261265_c1_seq7	4788	626	sp|Q6WQJ1|DGLA_MOUSE	1044
Ofaveolata261265_c1_seq8	4231	771	sp|Q9Y4D2|DGLA_HUMAN	1042
Ofaveolata261265_c1_seq9	2845	76	sp|Q91WC9|DGLB_MOUSE	669
Ofaveolata261266_c0_seq1	1411	158	sp|Q9UGU5|HMGX4_HUMAN	601
Ofaveolata261268_c3_seq1	4316	375	sp|A6QLT2|MTMR2_BOVIN	643
Ofaveolata261268_c3_seq2	2101	305	sp|Q3ZCC9|SEC13_BOVIN	322
Ofaveolata261268_c3_seq5	2014	305	sp|Q3ZCC9|SEC13_BOVIN	322
Ofaveolata261269_c0_seq1	2479	280	sp|P56719|OX2R_RAT	460
Ofaveolata261269_c0_seq2	2496	280	sp|P56719|OX2R_RAT	460
Ofaveolata261272_c1_seq2	2502	121	sp|Q8IYB1|M21D2_HUMAN	491
Ofaveolata261272_c1_seq11	2654	121	sp|Q8IYB1|M21D2_HUMAN	491
Ofaveolata261273_c0_seq1	1514	87	sp|Q6R5N8|TLR13_MOUSE	991
Ofaveolata261273_c0_seq2	1111	123	sp|Q6R5N8|TLR13_MOUSE	991
Ofaveolata261273_c0_seq3	2612	87	sp|Q9V477|TOLL8_DROME	1346
Ofaveolata261273_c0_seq4	711	53	sp|P11799|MYLK_CHICK	1906
Ofaveolata261273_c0_seq6	855	168	sp|Q6R5N8|TLR13_MOUSE	991
Ofaveolata261273_c0_seq7	1157	92	sp|Q9Y2C9|TLR6_HUMAN	796
Ofaveolata261273_c0_seq8	820	129	sp|Q6R5N8|TLR13_MOUSE	991
Ofaveolata261275_c1_seq1	3339	446	sp|Q9DF58|ILK_CHICK	452
Ofaveolata261275_c4_seq2	930	131	sp|P32320|CDD_HUMAN	146
Ofaveolata261275_c4_seq6	878	131	sp|P32320|CDD_HUMAN	146
Ofaveolata261275_c4_seq10	1413	129	sp|P56389|CDD_MOUSE	146
Ofaveolata261275_c4_seq12	910	131	sp|P32320|CDD_HUMAN	146
Ofaveolata261275_c4_seq15	858	131	sp|P32320|CDD_HUMAN	146
Ofaveolata261276_c0_seq1	3896	310	sp|Q4U4D2|OPN4_PODSI	475
Ofaveolata261278_c0_seq1	2935	571	sp|Q63415|PCSK6_RAT	937
Ofaveolata261278_c6_seq1	5170	977	sp|Q8VI51|SORC3_MOUSE	1219
Ofaveolata261278_c6_seq2	4025	768	sp|Q62165|DAG1_MOUSE	893
Ofaveolata261278_c6_seq3	4223	750	sp|Q62165|DAG1_MOUSE	893
Ofaveolata261278_c6_seq4	4277	768	sp|Q62165|DAG1_MOUSE	893
Ofaveolata261278_c6_seq5	3971	750	sp|Q62165|DAG1_MOUSE	893
Ofaveolata261286_c0_seq1	6217	1303	sp|A2AJ88|PLPL7_MOUSE	1352
